GEOID,NAME,estimate_2011-2015,estimate_2016-2020,moe_2011-2015,moe_2016-2020,change,se_1,se_2,se_diff,moe_diff,z,significant,geometry
06075023103,"Census Tract 231.03, San Francisco County, California",26480,45189,4558,14026,18709,2770.820668693009,8526.44376899696,8965.360590847613,14748.018171944323,2.0868095388265018,TRUE,"list(list(c(-122.384047, -122.381558, -122.380887, -122.37911, -122.376847, -122.373364367386, -122.369169789163, -122.367868, -122.374012, -122.372924, -122.368368114461, -122.368397, -122.369459113871, -122.373101279268, -122.373537, -122.376458, -122.374951, -122.375783, -122.37512685239, -122.375854, -122.37510014051, -122.374893, -122.375574, -122.375009, -122.37431, -122.373512, -122.372855894608, -122.370094, -122.369891892504, -122.37364, -122.377681, -122.378278, -122.379697, -122.383431, 
-122.38209, -122.381439, -122.379779, -122.379932, -122.381284, -122.380186, -122.382919, -122.384047, 37.737514, 37.738123, 37.738828, 37.73768, 37.740192, 37.7457632793685, 37.7417391770183, 37.739994, 37.739499, 37.738348, 37.73825770119, 37.738186, 37.7377292212437, 37.7361628507961, 37.737176, 37.738252, 37.737563, 37.735099, 37.7352917212532, 37.734979, 37.7346324340399, 37.734423, 37.732716, 37.732774, 37.732548, 37.732949, 37.7336007043268, 37.732331, 37.7325512356194, 37.728106, 37.72863, 
37.728964, 37.727618, 37.729738, 37.730635, 37.730582, 37.730799, 37.733381, 37.734034, 37.73266, 37.734511, 37.737514)))"
06075023200,"Census Tract 232, San Francisco County, California",70115,129058,16849,23096,58943,10242.553191489362,14040.121580547113,17379.151586801745,28588.70436028887,3.3915924897486422,TRUE,"list(list(c(-122.392699, -122.391891, -122.391617, -122.39106, -122.389035, -122.385287, -122.383431, -122.379697, -122.377833, -122.382176, -122.385024, -122.386899, -122.384517, -122.38521, -122.38793, -122.389801, -122.393284, -122.392699, 37.729284, 37.731684, 37.732487, 37.734066, 37.732919, 37.730791, 37.729738, 37.727618, 37.72656, 37.722246, 37.724098, 37.724289, 37.722862, 37.723088, 37.724729, 37.725791, 37.727764, 37.729284)))"
06075023300,"Census Tract 233, San Francisco County, California",86157,77513,12147,9965,-8644,7384.19452887538,6057.75075987842,9551.056125323557,15711.487326157252,-0.9050308035654194,FALSE,"list(list(c(-122.402105, -122.399867, -122.396409, -122.392699, -122.393284, -122.396682, -122.397025, -122.398515, -122.398863, -122.400785, -122.401183, -122.402105, 37.72779, 37.730292, 37.729801, 37.729284, 37.727764, 37.720266, 37.719515, 37.717664, 37.718683, 37.723616, 37.724588, 37.72779)))"
06075023400,"Census Tract 234, San Francisco County, California",53201,91906,8517,17477,38705,5177.507598784195,10624.316109422492,11818.742645831762,19441.831652393248,3.2748830531182174,TRUE,"list(list(c(-122.396682, -122.393284, -122.389801, -122.38793, -122.38521, -122.384517, -122.38282, -122.386265, -122.387912, -122.391141, -122.393545, -122.396682, 37.720266, 37.727764, 37.725791, 37.724729, 37.723088, 37.722862, 37.721872, 37.717179, 37.716328, 37.71804, 37.718487, 37.720266)))"
06075025100,"Census Tract 251, San Francisco County, California",138076,230264,18027,43066,92188,10958.662613981764,26179.939209726443,28381.006030654615,46686.75492042684,3.248228759066074,TRUE,"list(list(c(-122.410662, -122.409378, -122.410441, -122.410619, -122.410551, -122.40871, -122.406788, -122.405239, -122.403784, -122.403569, -122.403561, -122.40459, -122.406952, -122.406853, -122.408217, -122.410377, -122.410507, -122.410365, -122.410662, 37.742424, 37.742923, 37.744918, 37.746941, 37.748367, 37.748397, 37.748805, 37.749125, 37.749433, 37.749475, 37.747762, 37.744126, 37.740495, 37.73805, 37.737612, 37.736894, 37.739779, 37.741362, 37.742424)))"
06075025200,"Census Tract 252, San Francisco County, California",176152,192294,32508,41329,16142,19761.702127659573,25124.01215805471,31964.681414029856,52581.90092607911,0.5049948657681598,FALSE,"list(list(c(-122.418206, -122.41587, -122.413673, -122.411488, -122.410551, -122.410619, -122.410441, -122.409378, -122.410662, -122.410365, -122.410507, -122.411992, -122.413938, -122.415184, -122.415899, -122.418584, -122.41777, -122.418752, -122.416103, -122.41764, -122.417819, -122.419121, -122.418206, 37.748203, 37.748267, 37.748297, 37.748344, 37.748367, 37.746941, 37.744918, 37.742923, 37.742424, 37.741362, 37.739779, 37.73971, 37.73893, 37.738933, 37.739002, 37.739297, 37.740564, 37.74118, 
37.745253, 37.745882, 37.745965, 37.746775, 37.748203)))"
06075025300,"Census Tract 253, San Francisco County, California",136322,204366,12860,28414,68044,7817.629179331307,17272.948328267477,18959.695934706615,31188.699812592382,3.5888761209214466,TRUE,"list(list(c(-122.424258, -122.423361, -122.422709, -122.422174, -122.421704, -122.421393, -122.420282, -122.418206, -122.419121, -122.417819, -122.41764, -122.416103, -122.418752, -122.41777, -122.418584, -122.421742, -122.422841, -122.42427, -122.424258, 37.739935, 37.74229, 37.74394, 37.745614, 37.746412, 37.748124, 37.748161, 37.748203, 37.746775, 37.745965, 37.745882, 37.745253, 37.74118, 37.740564, 37.739297, 37.740581, 37.741027, 37.739866, 37.739935)))"
06075025401,"Census Tract 254.01, San Francisco County, California",106028,202214,12143,33813,96186,7381.762917933131,20555.015197568388,21840.308458188956,35927.30741372083,4.40405867820678,TRUE,"list(list(c(-122.425286, -122.424724, -122.42427, -122.422841, -122.421742, -122.418584, -122.415899, -122.415955, -122.41676, -122.420163, -122.420224, -122.422121, -122.422688, -122.426722, -122.425286, 37.73764, 37.738431, 37.739866, 37.741027, 37.740581, 37.739297, 37.739002, 37.737211, 37.735605, 37.735777, 37.735058, 37.735153, 37.735205, 37.736372, 37.73764)))"
06075025402,"Census Tract 254.02, San Francisco County, California",152779,181005,19332,29681,28226,11751.975683890578,18043.161094224924,21532.872422110973,35421.57513437255,1.3108330113457696,FALSE,"list(list(c(-122.41676, -122.415955, -122.415899, -122.415184, -122.413938, -122.411992, -122.410507, -122.410377, -122.408217, -122.408779, -122.409798, -122.410513, -122.412447, -122.414313, -122.416824, -122.41676, 37.735605, 37.737211, 37.739002, 37.738933, 37.73893, 37.73971, 37.739779, 37.736894, 37.737612, 37.735817, 37.734828, 37.734592, 37.73467, 37.734763, 37.734888, 37.735605)))"
06075025403,"Census Tract 254.03, San Francisco County, California",93307,201236,8592,37957,107929,5223.100303951368,23074.164133738603,23657.93370638792,38917.30094700813,4.562063675529613,TRUE,"list(list(c(-122.426722, -122.422688, -122.422121, -122.420224, -122.420163, -122.41676, -122.416824, -122.414313, -122.412447, -122.410513, -122.409798, -122.414388, -122.415939, -122.421703, -122.423982, -122.426104, -122.428038, -122.426158, -122.428573, -122.426722, 37.736372, 37.735205, 37.735153, 37.735058, 37.735777, 37.735605, 37.734888, 37.734763, 37.73467, 37.734592, 37.734828, 37.732417, 37.732072, 37.731807, 37.731552, 37.731651, 37.732016, 37.733971, 37.735082, 37.736372)))"
06075025600,"Census Tract 256, San Francisco County, California",96842,119951,13391,23445,23109,8140.425531914893,14252.27963525836,16413.226454364543,26999.757517429673,1.4079498667889847,FALSE,"list(list(c(-122.431294, -122.430199, -122.430165, -122.429304, -122.428038, -122.426104, -122.423982, -122.421703, -122.419514, -122.419486, -122.416637, -122.415193, -122.41446, -122.418404, -122.418888, -122.419875, -122.421847, -122.423336, -122.424199, -122.43039, -122.431294, 37.72873, 37.729872, 37.729851, 37.730742, 37.732016, 37.731651, 37.731552, 37.731807, 37.73149, 37.729046, 37.728809, 37.729223, 37.727457, 37.726425, 37.724966, 37.72471, 37.724199, 37.727792, 37.728736, 37.728547, 37.72873
)))"
06075025701,"Census Tract 257.01, San Francisco County, California",119294,143548,34701,30397,24254,21094.83282674772,18478.419452887538,28043.608139205015,46131.73538899225,0.8648673123517535,FALSE,"list(list(c(-122.421703, -122.415939, -122.414388, -122.409798, -122.408779, -122.408217, -122.406853, -122.406551, -122.406295, -122.405608, -122.408509, -122.40756, -122.410519, -122.41446, -122.415193, -122.416637, -122.419486, -122.419514, -122.421703, 37.731807, 37.732072, 37.732417, 37.734828, 37.735817, 37.737612, 37.73805, 37.735721, 37.735307, 37.732439, 37.731552, 37.729261, 37.728488, 37.727457, 37.729223, 37.728809, 37.729046, 37.73149, 37.731807)))"
06075025702,"Census Tract 257.02, San Francisco County, California",81274,131216,10061,27788,49942,6116.109422492401,16892.401215805472,17965.522906490824,29553.285181177405,2.7798801214940583,TRUE,"list(list(c(-122.410519, -122.40756, -122.408509, -122.405608, -122.406295, -122.40506, -122.404657, -122.402752, -122.402105, -122.401183, -122.400785, -122.402061, -122.4026, -122.405572, -122.408529, -122.410519, 37.728488, 37.729261, 37.731552, 37.732439, 37.735307, 37.733652, 37.732949, 37.729357, 37.72779, 37.724588, 37.723616, 37.72392, 37.725235, 37.724461, 37.723688, 37.728488)))"
06075025800,"Census Tract 258, San Francisco County, California",73468,116257,11894,27880,42789,7230.395136778116,16948.3282674772,18426.189103993027,30311.08107606853,2.32218391760277,TRUE,"list(list(c(-122.405572, -122.4026, -122.402061, -122.400785, -122.398863, -122.399615, -122.400435, -122.402103, -122.403078, -122.404059, -122.405572, 37.724461, 37.725235, 37.72392, 37.723616, 37.718683, 37.716278, 37.719162, 37.718721, 37.72113, 37.720864, 37.724461)))"
06075025900,"Census Tract 259, San Francisco County, California",111121,145093,18044,30405,33972,10968.996960486322,18483.282674772036,21493.03684346831,35356.04560750537,1.5806049302113405,FALSE,"list(list(c(-122.418888, -122.418404, -122.41446, -122.410519, -122.408529, -122.405572, -122.404059, -122.403078, -122.402103, -122.403071, -122.4061, -122.406665, -122.407036, -122.41099, -122.412468, -122.412969, -122.416632, -122.419875, -122.418888, 37.724966, 37.726425, 37.727457, 37.728488, 37.723688, 37.724461, 37.720864, 37.72113, 37.718721, 37.718465, 37.719837, 37.719215, 37.720085, 37.719074, 37.722658, 37.723858, 37.722157, 37.72471, 37.724966)))"
06075026001,"Census Tract 260.01, San Francisco County, California",77665,121869,9941,18902,44204,6043.1610942249235,11490.577507598784,12982.80275860682,21356.71053790822,3.404811797721828,TRUE,"list(list(c(-122.435385, -122.434798, -122.433982, -122.432447, -122.426912, -122.428074, -122.428837, -122.430026, -122.431205, -122.432385, -122.433985, -122.43715, -122.435385, 37.723909, 37.724683, 37.725762, 37.727637, 37.725151, 37.723591, 37.723955, 37.722398, 37.720856, 37.719298, 37.720063, 37.721575, 37.723909)))"
06075026002,"Census Tract 260.02, San Francisco County, California",121225,146520,31816,15058,25295,19341.033434650457,9153.799392097264,21397.841424569608,35199.449143417005,1.1821285847532061,FALSE,"list(list(c(-122.431801, -122.431294, -122.43039, -122.424199, -122.423336, -122.421847, -122.423807, -122.424848, -122.428074, -122.426912, -122.432447, -122.431801, 37.728249, 37.72873, 37.728547, 37.728736, 37.727792, 37.724199, 37.723691, 37.722053, 37.723591, 37.725151, 37.727637, 37.728249)))"
06075026003,"Census Tract 260.03, San Francisco County, California",84813,133751,11020,17669,48938,6699.088145896657,10741.033434650455,12658.893365171067,20823.879585706403,3.865898747093101,TRUE,"list(list(c(-122.432385, -122.431205, -122.430026, -122.428837, -122.428074, -122.424848, -122.424555, -122.42639, -122.42667, -122.427189, -122.431154, -122.433555, -122.432385, 37.719298, 37.720856, 37.722398, 37.723955, 37.723591, 37.722053, 37.721648, 37.718561, 37.717078, 37.715748, 37.716594, 37.717744, 37.719298)))"
06075026004,"Census Tract 260.04, San Francisco County, California",94707,117256,15993,19822,22549,9722.188449848025,12049.848024316108,15482.88686464747,25469.348892345086,1.4563821461155797,FALSE,"list(list(c(-122.440141, -122.437502, -122.43715, -122.433985, -122.432385, -122.433555, -122.431154, -122.432777, -122.437046, -122.440418, -122.440141, 37.717692, 37.721176, 37.721575, 37.720063, 37.719298, 37.717744, 37.716594, 37.714437, 37.716008, 37.717245, 37.717692)))"
06075026100,"Census Tract 261, San Francisco County, California",82141,136884,8141,23326,54743,4948.936170212766,14179.939209726444,15018.743130115037,24705.832449039237,3.6449787792316206,TRUE,"list(list(c(-122.448582, -122.447878, -122.44473, -122.444486, -122.438787, -122.43702, -122.435385, -122.43715, -122.437502, -122.440141, -122.440418, -122.440999, -122.441896, -122.443706, -122.446945, -122.44796, -122.448727, -122.448582, 37.718411, 37.723005, 37.722987, 37.722974, 37.723637, 37.723723, 37.723909, 37.721575, 37.721176, 37.717692, 37.717245, 37.716488, 37.715308, 37.713592, 37.716187, 37.717, 37.71745, 37.718411)))"
06075026301,"Census Tract 263.01, San Francisco County, California",76785,102785,9694,13717,26000,5893.009118541034,8338.601823708206,10210.770629367678,16796.71768530983,2.5463308249448064,TRUE,"list(list(c(-122.444571, -122.443706, -122.441896, -122.440999, -122.440418, -122.437046, -122.432777, -122.433682, -122.436144, -122.436203, -122.436642, -122.437811, -122.443335, -122.444097, -122.444571, 37.712783, 37.713592, 37.715308, 37.716488, 37.717245, 37.716008, 37.714437, 37.713181, 37.714254, 37.714171, 37.71355, 37.71192, 37.710555, 37.711689, 37.712783)))"
06075026302,"Census Tract 263.02, San Francisco County, California",80688,109479,6888,14786,28791,4187.234042553191,8988.449848024316,9915.904376180959,16311.662698817678,2.9035173099449203,TRUE,"list(list(c(-122.437811, -122.436642, -122.436203, -122.436144, -122.433682, -122.432777, -122.431154, -122.427189, -122.425548, -122.426737, -122.424478, -122.423377, -122.42389, -122.428082, -122.430027, -122.431341, -122.433382, -122.433982, -122.435382, -122.436771, -122.436993, -122.43837, -122.437811, 37.71192, 37.71355, 37.714171, 37.714254, 37.713181, 37.714437, 37.716594, 37.715748, 37.714517, 37.711225, 37.71011, 37.709203, 37.708236, 37.708431, 37.708281, 37.708231, 37.708232, 37.708132, 
37.708132, 37.710156, 37.710746, 37.711133, 37.71192)))"
06075026303,"Census Tract 263.03, San Francisco County, California",84072,105409,15398,14834,21337,9360.48632218845,9017.629179331307,12997.551315682676,21380.971914298003,1.641616907813632,FALSE,"list(list(c(-122.452665, -122.449309, -122.446091, -122.444571, -122.444097, -122.443335, -122.437811, -122.43837, -122.436993, -122.436771, -122.435382, -122.440781, -122.442079, -122.444482, -122.445875, -122.449751, -122.452183, -122.453983, -122.452665, 37.708806, 37.709946, 37.711592, 37.712783, 37.711689, 37.710555, 37.71192, 37.711133, 37.710746, 37.710156, 37.708132, 37.708304, 37.708231, 37.708332, 37.708233, 37.708213, 37.708132, 37.708232, 37.708806)))"
06075026401,"Census Tract 264.01, San Francisco County, California",63164,99082,7468,15031,35918,4539.817629179332,9137.386018237083,10203.027362135317,16783.980010712596,3.5203277150168284,TRUE,"list(list(c(-122.415635, -122.415291, -122.415396, -122.411316, -122.410433, -122.406189, -122.407927, -122.410641, -122.411349, -122.412887, -122.416, -122.415635, 37.712733, 37.713504, 37.715474, 37.714367, 37.716414, 37.715244, 37.711448, 37.712206, 37.710605, 37.711036, 37.711915, 37.712733)))"
06075026402,"Census Tract 264.02, San Francisco County, California",94508,153000,9799,29244,58492,5956.8389057750755,17777.507598784196,18748.965469438186,30842.048197225817,3.1197454651748697,TRUE,"list(list(c(-122.408171, -122.407272, -122.406665, -122.4061, -122.403071, -122.402103, -122.400435, -122.399615, -122.398863, -122.398515, -122.398328, -122.400455, -122.402546, -122.402154, -122.402188, -122.403693, -122.406189, -122.410433, -122.408171, 37.716157, 37.71782, 37.719215, 37.719837, 37.718465, 37.718721, 37.719162, 37.716278, 37.718683, 37.717664, 37.716259, 37.713118, 37.712266, 37.712656, 37.714731, 37.714341, 37.715244, 37.716414, 37.716157)))"
06075026403,"Census Tract 264.03, San Francisco County, California",64090,90288,9721,19562,26198,5909.422492401216,11891.79331306991,13279.157442943118,21844.21399364143,1.972866133455047,TRUE,"list(list(c(-122.411349, -122.410641, -122.407927, -122.406189, -122.403693, -122.402188, -122.402154, -122.402546, -122.403109, -122.404348, -122.404821, -122.405582, -122.406481, -122.41238, -122.411349, 37.710605, 37.712206, 37.711448, 37.715244, 37.714341, 37.714731, 37.712656, 37.712266, 37.711998, 37.710443, 37.709747, 37.708231, 37.708323, 37.708303, 37.710605)))"
06075026404,"Census Tract 264.04, San Francisco County, California",61750,107480,9075,24678,45730,5516.717325227964,15001.823708206686,15984.019663982604,26293.712347251385,2.8609824663219814,TRUE,"list(list(c(-122.420083, -122.419348, -122.416648, -122.416, -122.412887, -122.411349, -122.41238, -122.415182, -122.416222, -122.420082, -122.420083, 37.708311, 37.709947, 37.710473, 37.711915, 37.711036, 37.710605, 37.708303, 37.708231, 37.708328, 37.708231, 37.708311)))"
06075030101,"Census Tract 301.01, San Francisco County, California",128351,144463,20417,16196,16112,12411.550151975684,9845.592705167173,15842.42004527871,26060.780974483478,1.0170163367686762,FALSE,"list(list(c(-122.464297, -122.46109, -122.458405, -122.45779, -122.456913, -122.452947, -122.452758, -122.452569, -122.455466, -122.457536, -122.460843, -122.462972, -122.463226, -122.463782, -122.463912, -122.464042, -122.464172, -122.464297, 37.765963, 37.766132, 37.76616, 37.766015, 37.765874, 37.766374, 37.765443, 37.764509, 37.764161, 37.763566, 37.762628, 37.762316, 37.758562, 37.758538, 37.760405, 37.762269, 37.764131, 37.765963)))"
06075030102,"Census Tract 301.02, San Francisco County, California",159086,200300,24696,21322,41214,15012.765957446809,12961.702127659575,19834.032967080813,32626.98423084794,2.0779435059124993,TRUE,"list(list(c(-122.463782, -122.463226, -122.462972, -122.460843, -122.457536, -122.455466, -122.452569, -122.4524, -122.451958, -122.44912, -122.446783, -122.446394, -122.446395, -122.447915, -122.448535, -122.451367, -122.453872, -122.454078, -122.454172, -122.455537, -122.456091, -122.46147, -122.462108, -122.463361, -122.46377, -122.463658, -122.463782, 37.758538, 37.758562, 37.762316, 37.762628, 37.763566, 37.764161, 37.764509, 37.763669, 37.761478, 37.761648, 37.761781, 37.760907, 37.758856, 
37.757589, 37.759045, 37.758576, 37.757378, 37.757027, 37.756507, 37.753774, 37.751804, 37.751522, 37.751972, 37.753039, 37.754142, 37.756764, 37.758538)))"
06075030201,"Census Tract 302.01, San Francisco County, California",110577,138590,12085,19016,28013,7346.504559270516,11559.878419452887,13696.784962607651,22531.211263489586,2.0452244870950187,TRUE,"list(list(c(-122.477261, -122.47073, -122.470595, -122.470468, -122.470335, -122.476762, -122.476974, -122.477116, -122.477261, 37.765486, 37.765779, 37.763849, 37.762027, 37.760124, 37.759837, 37.761701, 37.763562, 37.765486)))"
06075030202,"Census Tract 302.02, San Francisco County, California",122895,147357,23503,24832,24462,14287.537993920972,15095.440729483282,20784.75577785503,34190.92325457152,1.1769202516232047,FALSE,"list(list(c(-122.47073, -122.464297, -122.464172, -122.464042, -122.463912, -122.469263, -122.470335, -122.470468, -122.470595, -122.47073, 37.765779, 37.765963, 37.764131, 37.762269, 37.760405, 37.760171, 37.760124, 37.762027, 37.763849, 37.765779)))"
06075030301,"Census Tract 303.01, San Francisco County, California",151011,210454,26191,36001,59443,15921.580547112462,21885.106382978724,27063.898619978718,44520.11322986499,2.1963945710363713,TRUE,"list(list(c(-122.476762, -122.470335, -122.469263, -122.463912, -122.463782, -122.463658, -122.46377, -122.463361, -122.463433, -122.464462, -122.4666, -122.468335, -122.469782, -122.47068, -122.470908, -122.47121, -122.473683, -122.4766, -122.476699, -122.47687, -122.476762, 37.759837, 37.760124, 37.760171, 37.760405, 37.758538, 37.756764, 37.754142, 37.753039, 37.753028, 37.752899, 37.752803, 37.753244, 37.752675, 37.752376, 37.752616, 37.755194, 37.756237, 37.756108, 37.757968, 37.759832, 37.759837
)))"
06075030302,"Census Tract 303.02, San Francisco County, California",165074,244116,18316,59150,79042,11134.346504559271,35957.446808510635,37641.886948856096,61920.90403086828,2.099841596873029,TRUE,"list(list(c(-122.4766, -122.473683, -122.47121, -122.470908, -122.47068, -122.469782, -122.468335, -122.4666, -122.464462, -122.463442, -122.464186, -122.465403, -122.466469, -122.466336, -122.469549, -122.470595, -122.476131, -122.476221, -122.476355, -122.4766, 37.756108, 37.756237, 37.755194, 37.752616, 37.752376, 37.752675, 37.753244, 37.752803, 37.752899, 37.751195, 37.750717, 37.750986, 37.750939, 37.749075, 37.748903, 37.748869, 37.748643, 37.750509, 37.752376, 37.756108)))"
06075030400,"Census Tract 304, San Francisco County, California",211374,197801,29697,33255,-13573,18052.88753799392,20215.80547112462,27103.23853907146,44584.82739677255,-0.5007888625720298,FALSE,"list(list(c(-122.476131, -122.470595, -122.469549, -122.466336, -122.466469, -122.465403, -122.464186, -122.463442, -122.464462, -122.463433, -122.463361, -122.462108, -122.46147, -122.458635, -122.459174, -122.461381, -122.463686, -122.465807, -122.466043, -122.470235, -122.475726, -122.475854, -122.476007, -122.476131, 37.748643, 37.748869, 37.748903, 37.749075, 37.750939, 37.750986, 37.750717, 37.751195, 37.752899, 37.753028, 37.753039, 37.751972, 37.751522, 37.747769, 37.747286, 37.745569, 37.743749, 
37.743574, 37.743555, 37.743289, 37.743049, 37.744915, 37.746778, 37.748643)))"
06075030500,"Census Tract 305, San Francisco County, California",118962,161160,13446,24700,42198,8173.86018237082,15015.197568389058,17095.851786287334,28122.676188442663,2.468318076660399,TRUE,"list(list(c(-122.46147, -122.456091, -122.455537, -122.454172, -122.454078, -122.453872, -122.451367, -122.448535, -122.447915, -122.44695, -122.445348, -122.447943, -122.446734, -122.44709, -122.449423, -122.445697, -122.447794, -122.449447, -122.45084, -122.451692, -122.453897, -122.453959, -122.454275, -122.454637, -122.458743, -122.459174, -122.458635, -122.46147, 37.751522, 37.751804, 37.753774, 37.756507, 37.757027, 37.757378, 37.758576, 37.759045, 37.757589, 37.75655, 37.755619, 37.755532, 
37.753573, 37.751505, 37.750412, 37.748855, 37.749408, 37.74666, 37.745904, 37.745629, 37.745742, 37.745765, 37.745908, 37.746142, 37.746876, 37.747286, 37.747769, 37.751522)))"
06075030600,"Census Tract 306, San Francisco County, California",206027,247520,49543,37593,41493,30117.325227963527,22852.88753799392,37806.1866327606,62191.17701089118,1.0975187845061483,FALSE,"list(list(c(-122.461381, -122.459174, -122.458743, -122.454637, -122.454275, -122.453959, -122.453897, -122.451692, -122.449861, -122.452306, -122.453773, -122.454238, -122.45464, -122.454932, -122.458082, -122.458849, -122.459184, -122.459386, -122.45984, -122.461234, -122.463686, -122.461381, 37.745569, 37.747286, 37.746876, 37.746142, 37.745908, 37.745765, 37.745742, 37.745629, 37.743265, 37.742819, 37.743219, 37.742835, 37.742326, 37.741777, 37.739099, 37.739158, 37.739871, 37.740571, 37.741061, 
37.742584, 37.743749, 37.745569)))"
06075030700,"Census Tract 307, San Francisco County, California",149981,206566,15093,19639,56585,9175.075987841945,11938.601823708206,15056.966257773269,24768.709494037026,3.7580611546358207,TRUE,"list(list(c(-122.459592, -122.458849, -122.458082, -122.454932, -122.45464, -122.454238, -122.453773, -122.452306, -122.449861, -122.446658, -122.445987, -122.442525, -122.442489, -122.443649, -122.443829, -122.439915, -122.438392, -122.438816, -122.439752, -122.448873, -122.453425, -122.456156, -122.459505, -122.460282, -122.459592, 37.738533, 37.739158, 37.739099, 37.741777, 37.742326, 37.742835, 37.743219, 37.742819, 37.743265, 37.742442, 37.74118, 37.739448, 37.737289, 37.736519, 37.736134, 37.734901, 
37.73442, 37.733087, 37.733111, 37.733069, 37.73304, 37.734212, 37.734291, 37.737855, 37.738533)))"
06075030800,"Census Tract 308, San Francisco County, California",194644,236480,27320,61843,41836,16607.90273556231,37594.52887537994,41099.52596607015,67608.72021418539,1.017919282926471,FALSE,"list(list(c(-122.475726, -122.470235, -122.466043, -122.465807, -122.463686, -122.461234, -122.45984, -122.459386, -122.459184, -122.458849, -122.459592, -122.460282, -122.459505, -122.461242, -122.463136, -122.462879, -122.466248, -122.471569, -122.475173, -122.475189, -122.47539, -122.475485, -122.475621, -122.475726, 37.743049, 37.743289, 37.743555, 37.743574, 37.743749, 37.742584, 37.741061, 37.740571, 37.739871, 37.739158, 37.738533, 37.737855, 37.734291, 37.735782, 37.737023, 37.736212, 37.734937, 
37.734707, 37.734562, 37.734762, 37.73745, 37.739321, 37.741183, 37.743049)))"
06075030900,"Census Tract 309, San Francisco County, California",189922,251552,28652,41964,61630,17417.629179331307,25510.03039513678,30889.083136109683,50812.54175890043,1.9952032803444995,TRUE,"list(list(c(-122.475347, -122.474745, -122.474634, -122.474972, -122.475173, -122.471569, -122.466248, -122.462879, -122.463136, -122.461242, -122.459505, -122.459064, -122.461748, -122.461727, -122.460816, -122.462888, -122.462786, -122.462199, -122.462265, -122.466278, -122.46974, -122.471983, -122.47244, -122.472547, -122.472672, -122.474528, -122.47537, -122.475347, 37.720914, 37.726936, 37.728992, 37.731072, 37.734562, 37.734707, 37.734937, 37.736212, 37.737023, 37.735782, 37.734291, 37.733645, 
37.730064, 37.729993, 37.728681, 37.728056, 37.725549, 37.725293, 37.721748, 37.721668, 37.721644, 37.721661, 37.721603, 37.71964, 37.717248, 37.719065, 37.720275, 37.720914)))"
06075031000,"Census Tract 310, San Francisco County, California",143232,196469,16430,25888,53237,9987.841945288754,15737.386018237083,18639.267834630024,30661.59558796639,2.856174420171731,TRUE,"list(list(c(-122.462888, -122.460816, -122.461727, -122.461748, -122.459064, -122.459505, -122.456156, -122.453425, -122.453411, -122.453394, -122.454002, -122.452382, -122.452335, -122.453105, -122.458191, -122.459213, -122.461202, -122.462199, -122.462786, -122.462888, 37.728056, 37.728681, 37.729993, 37.730064, 37.733645, 37.734291, 37.734212, 37.73304, 37.731568, 37.729837, 37.729166, 37.727868, 37.72318, 37.723206, 37.724344, 37.724563, 37.724974, 37.725293, 37.725549, 37.728056)))"
06075031100,"Census Tract 311, San Francisco County, California",124486,203808,17847,27156,79322,10849.240121580548,16508.20668693009,19754.161567480318,32495.595778505125,4.015457691233093,TRUE,"list(list(c(-122.453394, -122.453411, -122.453425, -122.448873, -122.439752, -122.438816, -122.438392, -122.435825, -122.433104, -122.432422, -122.435892, -122.439558, -122.439483, -122.443075, -122.443664, -122.446308, -122.447878, -122.449546, -122.451596, -122.452335, -122.452382, -122.454002, -122.453394, 37.729837, 37.731568, 37.73304, 37.733069, 37.733111, 37.733087, 37.73442, 37.733924, 37.733419, 37.733176, 37.731577, 37.730191, 37.730112, 37.728634, 37.728304, 37.725978, 37.723005, 37.723011, 
37.723033, 37.72318, 37.727868, 37.729166, 37.729837)))"
06075031201,"Census Tract 312.01, San Francisco County, California",94881,110227,11230,13259,15346,6826.747720364741,8060.182370820668,10562.718603105617,17375.67210210874,1.452845671330108,FALSE,"list(list(c(-122.462265, -122.462199, -122.461202, -122.459213, -122.458191, -122.453105, -122.452335, -122.451596, -122.449546, -122.451646, -122.452506, -122.459198, -122.459187, -122.462245, -122.462265, 37.721748, 37.725293, 37.724974, 37.724563, 37.724344, 37.723206, 37.72318, 37.723033, 37.723011, 37.719686, 37.72003, 37.720024, 37.71823, 37.71822, 37.721748)))"
06075031202,"Census Tract 312.02, San Francisco County, California",92049,145342,10296,17524,53293,6258.966565349544,10652.88753799392,12355.511942582938,20324.817145548932,4.313297599294701,TRUE,"list(list(c(-122.459198, -122.452506, -122.451646, -122.449546, -122.447878, -122.448582, -122.450378, -122.451895, -122.453378, -122.454189, -122.456108, -122.459187, -122.459198, 37.720024, 37.72003, 37.719686, 37.723011, 37.723005, 37.718411, 37.716169, 37.716978, 37.717768, 37.718239, 37.718235, 37.71823, 37.720024)))"
06075031301,"Census Tract 313.01, San Francisco County, California",116138,128643,16299,21349,12505,9908.20668693009,12978.115501519756,16328.01401645998,26859.583057076667,0.765861664951655,FALSE,"list(list(c(-122.472547, -122.47244, -122.471983, -122.46974, -122.466278, -122.462265, -122.462245, -122.46264, -122.466235, -122.468036, -122.468017, -122.471457, -122.472672, -122.472547, 37.71964, 37.721603, 37.721661, 37.721644, 37.721668, 37.721748, 37.71822, 37.717936, 37.717912, 37.7179, 37.716103, 37.716085, 37.717248, 37.71964)))"
