GEOID,NAME,estimate_2011-2015,estimate_2016-2020,moe_2011-2015,moe_2016-2020,change,se_1,se_2,se_diff,moe_diff,z,significant,geometry
06075013101,"Census Tract 131.01, San Francisco County, California",165316,226678,25104,41918,61362,15260.790273556231,25482.06686930091,29702.313911629706,48860.306384630865,2.0658996528877904,TRUE,"list(list(c(-122.426893, -122.423705, -122.423481, -122.423283, -122.423143, -122.422801, -122.422611, -122.425802, -122.426335, -122.426893, 37.796272, 37.796678, 37.795739, 37.79481, 37.793923, 37.792161, 37.791277, 37.790874, 37.793517, 37.796272)))"
06075013102,"Census Tract 131.02, San Francisco County, California",159044,263713,35822,42872,104669,21776.29179331307,26062.006079027356,33962.25912878549,55867.91626685213,3.081921011293545,TRUE,"list(list(c(-122.430183, -122.426893, -122.426335, -122.425802, -122.422611, -122.42242, -122.425616, -122.428905, -122.42927, -122.429625, -122.430183, 37.795854, 37.796272, 37.793517, 37.790874, 37.791277, 37.790358, 37.789952, 37.789534, 37.791339, 37.793098, 37.795854)))"
06075013200,"Census Tract 132, San Francisco County, California",269813,296759,45809,52275,26946,27847.41641337386,31778.11550151976,42253.13273270722,69506.40334530338,0.6377278619897855,FALSE,"list(list(c(-122.446728, -122.440234, -122.438591, -122.43695, -122.435113, -122.433469, -122.430183, -122.429625, -122.434558, -122.436204, -122.437846, -122.439488, -122.446117, -122.4463, -122.446728, 37.794706, 37.795533, 37.795741, 37.795949, 37.795226, 37.795435, 37.795854, 37.793098, 37.792472, 37.792263, 37.792054, 37.791843, 37.790999, 37.791879, 37.794706)))"
06075013300,"Census Tract 133, San Francisco County, California",221546,282307,26413,43329,60761,16056.534954407294,26339.81762917933,30847.987089606504,50744.9387624027,1.9696909177089217,TRUE,"list(list(c(-122.459476, -122.45274, -122.4463, -122.446117, -122.445934, -122.445758, -122.445589, -122.445402, -122.450118, -122.454774, -122.45505, -122.459179, -122.459388, -122.459476, 37.789711, 37.790974, 37.791879, 37.790999, 37.790119, 37.789248, 37.788364, 37.787438, 37.786838, 37.786244, 37.786209, 37.785682, 37.788405, 37.789711)))"
06075013500,"Census Tract 135, San Francisco County, California",147092,202486,19837,28494,55394,12058.966565349543,17321.580547112462,21105.824486959118,34719.08128104775,2.624583561482134,TRUE,"list(list(c(-122.436204, -122.434558, -122.429625, -122.42927, -122.428905, -122.43384, -122.435486, -122.435849, -122.436204, 37.792263, 37.792472, 37.793098, 37.791339, 37.789534, 37.788906, 37.788697, 37.790502, 37.792263)))"
06075015100,"Census Tract 151, San Francisco County, California",102631,157702,10525,21296,55071,6398.176291793313,12945.896656534955,14440.66827063585,23754.899305195973,3.813604673128823,TRUE,"list(list(c(-122.425616, -122.42242, -122.422237, -122.422077, -122.421858, -122.421461, -122.421256, -122.422838, -122.424678, -122.424704, -122.425047, -122.425616, 37.789952, 37.790358, 37.789399, 37.788474, 37.787535, 37.786632, 37.784745, 37.784547, 37.785291, 37.785418, 37.78713, 37.789952)))"
06075015300,"Census Tract 153, San Francisco County, California",159911,189007,24347,30888,29096,14800.607902735563,18776.899696048633,23908.78408631417,39329.949821986804,1.2169585828772902,FALSE,"list(list(c(-122.443753, -122.440488, -122.438773, -122.435486, -122.434918, -122.436557, -122.438206, -122.443183, -122.44337, -122.443753, 37.787647, 37.788061, 37.788278, 37.788697, 37.785876, 37.785668, 37.785459, 37.784827, 37.785759, 37.787647)))"
06075015500,"Census Tract 155, San Francisco County, California",106580,121478,35872,23817,14898,21806.686930091186,14478.419452887538,26175.489006334952,43058.679415421,0.5691584213152392,FALSE,"list(list(c(-122.443183, -122.438206, -122.436557, -122.434918, -122.431635, -122.428336, -122.425047, -122.424704, -122.431291, -122.434562, -122.437863, -122.438901, -122.44281, -122.443183, 37.784827, 37.785459, 37.785668, 37.785876, 37.786293, 37.786713, 37.78713, 37.785418, 37.784621, 37.784152, 37.783791, 37.78345, 37.782971, 37.784827)))"
06075015600,"Census Tract 156, San Francisco County, California",132025,128285,23096,21599,-3740,14040.121580547113,13130.091185410334,19223.01507396108,31621.859796665976,-0.1945584491095828,FALSE,"list(list(c(-122.458878, -122.456304, -122.454186, -122.453385, -122.455217, -122.454683, -122.458371, -122.458505, -122.458878, 37.781326, 37.781449, 37.781651, 37.777827, 37.777599, 37.774755, 37.774309, 37.77619, 37.781326)))"
06075015801,"Census Tract 158.01, San Francisco County, California",88610,148809,13872,21640,60199,8432.826747720364,13155.01519756839,15625.843714990986,25704.51291116017,3.8525279721213908,TRUE,"list(list(c(-122.44281, -122.438901, -122.437863, -122.434562, -122.433973, -122.433596, -122.433407, -122.436697, -122.437072, -122.440958, -122.441512, -122.442793, -122.44281, 37.782971, 37.78345, 37.783791, 37.784152, 37.781219, 37.779355, 37.778422, 37.778006, 37.779867, 37.779364, 37.782096, 37.782885, 37.782971)))"
06075015802,"Census Tract 158.02, San Francisco County, California",130647,184240,19908,26355,53593,12102.127659574468,16021.27659574468,20078.416213586013,33028.99467134899,2.6691846323883066,TRUE,"list(list(c(-122.442053, -122.440958, -122.437072, -122.436697, -122.433407, -122.433219, -122.438244, -122.441488, -122.441866, -122.442053, 37.779244, 37.779364, 37.779867, 37.778006, 37.778422, 37.77749, 37.776848, 37.776435, 37.7783, 37.779244)))"
06075015900,"Census Tract 159, San Francisco County, California",68523,121105,10751,18861,52582,6535.562310030395,11465.653495440729,13197.529495545825,21709.93602017288,3.9842305347941416,TRUE,"list(list(c(-122.434562, -122.431291, -122.424704, -122.424678, -122.424108, -122.427396, -122.430696, -122.433973, -122.434562, 37.784152, 37.784621, 37.785418, 37.785291, 37.782477, 37.782057, 37.781635, 37.781219, 37.784152)))"
06075016000,"Census Tract 160, San Francisco County, California",91519,112755,16024,15512,21236,9741.033434650455,9429.787234042553,13557.603757828665,22302.258181628153,1.5663534927945908,FALSE,"list(list(c(-122.424678, -122.422838, -122.421256, -122.421069, -122.420689, -122.420358, -122.423541, -122.424108, -122.424678, 37.785291, 37.784547, 37.784745, 37.783816, 37.781955, 37.780072, 37.779674, 37.782477, 37.785291)))"
06075016200,"Census Tract 162, San Francisco County, California",104613,205089,13656,34008,100476,8301.519756838905,20673.55623100304,22278.042048385476,36647.37916959411,4.510091137352964,TRUE,"list(list(c(-122.426641, -122.424998, -122.423354, -122.423541, -122.420358, -122.419765, -122.419359, -122.424246, -122.425888, -122.426263, -122.426641, 37.778329, 37.778538, 37.778747, 37.779674, 37.780072, 37.777291, 37.775432, 37.774811, 37.774599, 37.776464, 37.778329)))"
06075016300,"Census Tract 163, San Francisco County, California",143752,175175,23181,34641,31423,14091.79331306991,21058.35866261398,25338.37225122346,41681.622353262595,1.240134910342662,FALSE,"list(list(c(-122.433219, -122.429929, -122.426641, -122.426263, -122.425888, -122.429178, -122.430825, -122.432467, -122.433219, 37.77749, 37.777909, 37.778329, 37.776464, 37.774599, 37.774181, 37.773973, 37.773757, 37.77749)))"
06075016400,"Census Tract 164, San Francisco County, California",110537,204029,10749,21727,93492,6534.34650455927,13207.90273556231,14735.887449139951,24240.53485383522,6.344510998925728,TRUE,"list(list(c(-122.441488, -122.438244, -122.433219, -122.432467, -122.435751, -122.437469, -122.440735, -122.440922, -122.441488, 37.776435, 37.776848, 37.77749, 37.773757, 37.773346, 37.773127, 37.772713, 37.773635, 37.776435)))"
06075016500,"Census Tract 165, San Francisco County, California",105479,191223,11289,23299,85744,6862.613981762918,14163.525835866261,15738.51755299523,25889.861374677155,5.448035350933155,TRUE,"list(list(c(-122.454683, -122.451358, -122.448068, -122.446471, -122.44478, -122.441488, -122.440922, -122.444216, -122.447497, -122.450787, -122.454083, -122.454683, 37.774755, 37.775175, 37.775599, 37.775802, 37.776017, 37.776435, 37.773635, 37.773212, 37.77279, 37.772368, 37.77193, 37.774755)))"
06075016700,"Census Tract 167, San Francisco County, California",169280,237606,22171,32409,68326,13477.811550151975,19701.519756838905,23870.51078026031,39266.99023352821,2.8623601995354915,TRUE,"list(list(c(-122.443866, -122.443356, -122.442765, -122.443312, -122.440358, -122.440735, -122.437469, -122.435751, -122.432467, -122.431904, -122.43157, -122.433572, -122.435794, -122.436588, -122.438338, -122.439301, -122.442009, -122.442575, -122.443533, -122.443866, 37.767536, 37.768944, 37.769661, 37.77047, 37.770847, 37.772713, 37.773127, 37.773346, 37.773757, 37.770964, 37.769307, 37.769178, 37.769058, 37.769001, 37.769007, 37.768166, 37.765907, 37.765928, 37.766691, 37.767536)))"
06075016801,"Census Tract 168.01, San Francisco County, California",115549,199116,17619,27826,83567,10710.63829787234,16915.50151975684,20021.28778107806,32935.01839987341,4.173907338716664,TRUE,"list(list(c(-122.432467, -122.430825, -122.42899, -122.428802, -122.425512, -122.424929, -122.426402, -122.42822, -122.43157, -122.431904, -122.432467, 37.773757, 37.773973, 37.773248, 37.772316, 37.772734, 37.770778, 37.769596, 37.769441, 37.769307, 37.770964, 37.773757)))"
06075016802,"Census Tract 168.02, San Francisco County, California",115213,161014,16592,34268,45801,10086.322188449847,20831.61094224924,23144.975907061427,38073.485367116045,1.9788743865586105,TRUE,"list(list(c(-122.429178, -122.425888, -122.424246, -122.419359, -122.419334, -122.421989, -122.42262, -122.423641, -122.424929, -122.425512, -122.428802, -122.42899, -122.430825, -122.429178, 37.774181, 37.774599, 37.774811, 37.775432, 37.77521, 37.773074, 37.772503, 37.771828, 37.770778, 37.772734, 37.772316, 37.773248, 37.773973, 37.774181)))"
06075016900,"Census Tract 169, San Francisco County, California",130079,172888,15828,21180,42809,9621.884498480244,12875.379939209726,16073.45855381158,26440.839321020052,2.6633347052646914,TRUE,"list(list(c(-122.435794, -122.433572, -122.43157, -122.42822, -122.426402, -122.426948, -122.428635, -122.428949, -122.430824, -122.435193, -122.435472, -122.435794, 37.769058, 37.769178, 37.769307, 37.769441, 37.769596, 37.769175, 37.767846, 37.767504, 37.766014, 37.762727, 37.765727, 37.769058)))"
06075017000,"Census Tract 170, San Francisco County, California",153957,240601,18938,35209,86644,11512.462006079028,21403.647416413372,24303.351706453002,39979.01355711519,3.5651049717967243,TRUE,"list(list(c(-122.446247, -122.443538, -122.443347, -122.442575, -122.442009, -122.439301, -122.438338, -122.436588, -122.435794, -122.435472, -122.435193, -122.435837, -122.439491, -122.440168, -122.444196, -122.446384, -122.446247, 37.762247, 37.765323, 37.765333, 37.765928, 37.765907, 37.768166, 37.769007, 37.769001, 37.769058, 37.765727, 37.762727, 37.762485, 37.762227, 37.762187, 37.761947, 37.761816, 37.762247)))"
06075017101,"Census Tract 171.01, San Francisco County, California",199679,215027,23791,26608,15348,14462.613981762917,16175.075987841945,21697.93276784554,35693.099403105916,0.7073484909467692,FALSE,"list(list(c(-122.449433, -122.448274, -122.447635, -122.448013, -122.44839, -122.442765, -122.443356, -122.443866, -122.443533, -122.442575, -122.443347, -122.443538, -122.446247, -122.446384, -122.446783, -122.44912, -122.449433, 37.7632, 37.764196, 37.765139, 37.767007, 37.768865, 37.769661, 37.768944, 37.767536, 37.766691, 37.765928, 37.765333, 37.765323, 37.762247, 37.761816, 37.761781, 37.761648, 37.7632)))"
06075017102,"Census Tract 171.02, San Francisco County, California",170962,233049,19120,32071,62087,11623.100303951367,19496.048632218844,22697.849522489054,37337.96246449449,2.7353692665238674,TRUE,"list(list(c(-122.453352, -122.450522, -122.44839, -122.448013, -122.447635, -122.448274, -122.449433, -122.44912, -122.451958, -122.4524, -122.452569, -122.452758, -122.452947, -122.453352, 37.768246, 37.768593, 37.768865, 37.767007, 37.765139, 37.764196, 37.7632, 37.761648, 37.761478, 37.763669, 37.764509, 37.765443, 37.766374, 37.768246)))"
06075017700,"Census Tract 177, San Francisco County, California",112144,179564,16859,23577,67420,10248.632218844985,14332.522796352583,17619.75232700829,28984.492577928635,3.8263874967558893,TRUE,"list(list(c(-122.418704, -122.415561, -122.41248, -122.410931, -122.409736, -122.408007, -122.40499, -122.404497, -122.40509, -122.408424, -122.413003, -122.413588, -122.417332, -122.417487, -122.417802, -122.417794, -122.419219, -122.418704, 37.775645, 37.773101, 37.77063, 37.769411, 37.770349, 37.769244, 37.769715, 37.764664, 37.764628, 37.764427, 37.764091, 37.763823, 37.763572, 37.765183, 37.768405, 37.770435, 37.775316, 37.775645)))"
06075017801,"Census Tract 178.01, San Francisco County, California",71078,97681,17916,15105,26603,10891.185410334347,9182.370820668693,14245.48537363847,23433.823439635285,1.8674688367747254,TRUE,"list(list(c(-122.404933, -122.402708, -122.400468, -122.39893, -122.397386, -122.401843, -122.403387, -122.404933, 37.7815, 37.783259, 37.78503, 37.783785, 37.782554, 37.779032, 37.780265, 37.7815)))"
06075018000,"Census Tract 180, San Francisco County, California",160133,184219,16938,24270,24086,10296.656534954407,14753.799392097264,17991.54613425619,29596.093390851434,1.3387398626146907,FALSE,"list(list(c(-122.41248, -122.408516, -122.40407, -122.401843, -122.397386, -122.39275, -122.397206, -122.398755, -122.400982, -122.399433, -122.401657, -122.404391, -122.40499, -122.408007, -122.409736, -122.410931, -122.41248, 37.77063, 37.77376, 37.777273, 37.779032, 37.782554, 37.778852, 37.775332, 37.776568, 37.774809, 37.773573, 37.771817, 37.76975, 37.769715, 37.769244, 37.770349, 37.769411, 37.77063)))"
06075020300,"Census Tract 203, San Francisco County, California",117834,191391,11785,20450,73557,7164.133738601824,12431.610942249239,14348.162350768964,23602.727067014945,5.126579850558901,TRUE,"list(list(c(-122.435193, -122.430824, -122.428949, -122.428635, -122.426948, -122.426713, -122.426462, -122.426293, -122.426137, -122.430727, -122.432124, -122.435188, -122.435193, 37.762727, 37.766014, 37.767504, 37.767846, 37.769175, 37.768982, 37.766272, 37.764651, 37.763036, 37.762753, 37.762668, 37.762671, 37.762727)))"
06075020401,"Census Tract 204.01, San Francisco County, California",179775,219751,23126,28052,39976,14058.358662613982,17052.88753799392,22100.643014857327,36355.5577594403,1.8088161495177233,TRUE,"list(list(c(-122.447915, -122.446395, -122.446394, -122.446783, -122.446384, -122.444196, -122.440168, -122.439491, -122.439337, -122.439167, -122.442175, -122.442258, -122.44222, -122.445106, -122.444407, -122.444485, -122.445283, -122.44695, -122.447915, 37.757589, 37.758856, 37.760907, 37.761781, 37.761816, 37.761947, 37.762187, 37.762227, 37.760627, 37.759028, 37.758939, 37.757734, 37.756639, 37.756961, 37.756568, 37.756354, 37.756573, 37.75655, 37.757589)))"
06075020402,"Census Tract 204.02, San Francisco County, California",120241,173886,18510,20560,53645,11252.27963525836,12498.480243161093,16817.42564659461,27664.665188648134,3.1898461231408906,TRUE,"list(list(c(-122.449447, -122.447794, -122.445697, -122.449423, -122.44709, -122.446734, -122.447943, -122.445348, -122.44695, -122.445283, -122.444485, -122.444407, -122.445106, -122.44222, -122.442258, -122.442175, -122.439167, -122.438864, -122.440345, -122.442525, -122.443255, -122.443421, -122.44462, -122.444556, -122.444857, -122.447399, -122.449363, -122.45084, -122.449447, 37.74666, 37.749408, 37.748855, 37.750412, 37.751505, 37.753573, 37.755532, 37.755619, 37.75655, 37.756573, 37.756354, 
37.756568, 37.756961, 37.756639, 37.757734, 37.758939, 37.759028, 37.755434, 37.755228, 37.75238, 37.750769, 37.750099, 37.747081, 37.746687, 37.747025, 37.746596, 37.746129, 37.745904, 37.74666)))"
06075020500,"Census Tract 205, San Francisco County, California",157545,267491,28477,48219,109946,17311.246200607904,29312.462006079026,34042.61555573966,56000.102589191745,3.229657833428808,TRUE,"list(list(c(-122.439491, -122.435837, -122.435193, -122.435188, -122.435001, -122.434854, -122.434698, -122.434546, -122.437769, -122.438864, -122.439167, -122.439337, -122.439491, 37.762227, 37.762485, 37.762727, 37.762671, 37.760889, 37.759289, 37.757687, 37.756093, 37.755541, 37.755434, 37.759028, 37.760627, 37.762227)))"
06075020900,"Census Tract 209, San Francisco County, California",86878,167758,13062,20943,80880,7940.425531914893,12731.30699088146,15004.550487233966,24682.485551499874,5.390364747601974,TRUE,"list(list(c(-122.420964, -122.418748, -122.416567, -122.416413, -122.416108, -122.41587, -122.418206, -122.420282, -122.420507, -122.420665, -122.420812, -122.420964, 37.755295, 37.755437, 37.755568, 37.753968, 37.750771, 37.748267, 37.748203, 37.748161, 37.750506, 37.752104, 37.753703, 37.755295)))"
06075021000,"Census Tract 210, San Francisco County, California",133746,205395,25143,37776,71649,15284.49848024316,22964.133738601824,27585.636337720145,45378.37177554964,2.597329969946292,TRUE,"list(list(c(-122.425384, -122.420964, -122.420812, -122.420665, -122.420507, -122.420282, -122.421393, -122.42485, -122.424777, -122.424934, -122.425097, -122.42524, -122.425384, 37.755035, 37.755295, 37.753703, 37.752104, 37.750506, 37.748161, 37.748124, 37.747825, 37.748644, 37.750237, 37.751845, 37.753436, 37.755035)))"
06075021100,"Census Tract 211, San Francisco County, California",193972,242331,27632,25478,48359,16797.56838905775,15488.145896656535,22848.215840655717,37585.31505787866,2.116532876669995,TRUE,"list(list(c(-122.434546, -122.432331, -122.430115, -122.425532, -122.425384, -122.42524, -122.425097, -122.429659, -122.43409, -122.43424, -122.434317, -122.434546, 37.756093, 37.756227, 37.75636, 37.756636, 37.755035, 37.753436, 37.751845, 37.751571, 37.751304, 37.752891, 37.75369, 37.756093)))"
06075021200,"Census Tract 212, San Francisco County, California",178065,236262,27567,29880,58197,16758.0547112462,18164.133738601824,24713.723964205274,40654.07592111768,2.3548454326143258,TRUE,"list(list(c(-122.442525, -122.440345, -122.438864, -122.437769, -122.434546, -122.434317, -122.43424, -122.43409, -122.438474, -122.443255, -122.442525, 37.75238, 37.755228, 37.755434, 37.755541, 37.756093, 37.75369, 37.752891, 37.751304, 37.751024, 37.750769, 37.75238)))"
06075021300,"Census Tract 213, San Francisco County, California",214672,233933,29355,35322,19261,17844.984802431612,21472.340425531915,27919.614717057742,45927.76620955999,0.6898734167786462,FALSE,"list(list(c(-122.44462, -122.443421, -122.443255, -122.438474, -122.43409, -122.433769, -122.433697, -122.435916, -122.43809, -122.438246, -122.441408, -122.443961, -122.444556, -122.44462, 37.747081, 37.750099, 37.750769, 37.751024, 37.751304, 37.748097, 37.747297, 37.747179, 37.74705, 37.748665, 37.74861, 37.746765, 37.746687, 37.747081)))"
06075021400,"Census Tract 214, San Francisco County, California",200989,224258,25131,37293,23269,15277.203647416412,22670.516717325227,27337.61656610093,44970.37925123603,0.8511714963788731,FALSE,"list(list(c(-122.43409, -122.429659, -122.425097, -122.424934, -122.424777, -122.42485, -122.427045, -122.431477, -122.433697, -122.433769, -122.43409, 37.751304, 37.751571, 37.751845, 37.750237, 37.748644, 37.747825, 37.747696, 37.747434, 37.747297, 37.748097, 37.751304)))"
06075021500,"Census Tract 215, San Francisco County, California",151959,238724,16173,33196,86765,9831.6109422492409,20179.939209726443,22447.505879896984,36926.14717243054,3.8652401057038137,TRUE,"list(list(c(-122.431477, -122.427045, -122.42485, -122.421393, -122.421704, -122.422174, -122.422709, -122.423361, -122.430888, -122.431022, -122.431256, -122.431477, 37.747434, 37.747696, 37.747825, 37.748124, 37.746412, 37.745614, 37.74394, 37.74229, 37.741833, 37.742631, 37.745032, 37.747434)))"
06075021600,"Census Tract 216, San Francisco County, California",147826,215979,21180,33920,68153,12875.379939209726,20620.060790273557,24309.71648484575,39989.48361757126,2.8035291996303364,TRUE,"list(list(c(-122.447399, -122.444857, -122.444556, -122.443961, -122.441408, -122.438246, -122.43809, -122.435916, -122.433697, -122.431477, -122.431256, -122.431022, -122.430888, -122.433259, -122.43332, -122.435559, -122.43556, -122.440049, -122.444148, -122.445679, -122.447399, 37.746596, 37.747025, 37.746687, 37.746765, 37.74861, 37.748665, 37.74705, 37.747179, 37.747297, 37.747434, 37.745032, 37.742631, 37.741833, 37.741903, 37.743296, 37.743161, 37.74155, 37.745299, 37.743297, 37.744139, 37.746596
)))"
06075021700,"Census Tract 217, San Francisco County, California",138783,184081,19282,22956,45298,11721.580547112462,13955.01519756839,18224.65087969616,29979.550697100185,2.4855345816509384,TRUE,"list(list(c(-122.45084, -122.449363, -122.447399, -122.445679, -122.444148, -122.440049, -122.43556, -122.435559, -122.43332, -122.433259, -122.430888, -122.430741, -122.431759, -122.428726, -122.431349, -122.432443, -122.434697, -122.434401, -122.435825, -122.438392, -122.439915, -122.443829, -122.443649, -122.442489, -122.442525, -122.445987, -122.446658, -122.449861, -122.451692, -122.45084, 37.745904, 37.746129, 37.746596, 37.744139, 37.743297, 37.745299, 37.74155, 37.743161, 37.743296, 37.741903, 
37.741833, 37.740424, 37.739803, 37.738326, 37.736618, 37.735879, 37.737256, 37.736199, 37.733924, 37.73442, 37.734901, 37.736134, 37.736519, 37.737289, 37.739448, 37.74118, 37.742442, 37.743265, 37.745629, 37.745904)))"
06075021800,"Census Tract 218, San Francisco County, California",161972,228522,15932,33205,66550,9685.106382978724,20185.410334346503,22388.659540391378,36829.34494394382,2.9724870254039617,TRUE,"list(list(c(-122.434401, -122.434697, -122.432443, -122.431349, -122.428726, -122.431759, -122.430741, -122.430888, -122.423361, -122.424258, -122.42427, -122.424724, -122.425286, -122.426722, -122.428573, -122.429391, -122.432422, -122.433104, -122.435825, -122.434401, 37.736199, 37.737256, 37.735879, 37.736618, 37.738326, 37.739803, 37.740424, 37.741833, 37.74229, 37.739935, 37.739866, 37.738431, 37.73764, 37.736372, 37.735082, 37.734636, 37.733176, 37.733419, 37.733924, 37.736199)))"
06075022600,"Census Tract 226, San Francisco County, California",200230,252541,20257,33331,52311,12314.285714285714,20262.006079027356,23710.55720559099,39003.86660319718,2.206232419863375,TRUE,"list(list(c(-122.393968, -122.388164, -122.387917, -122.385823, -122.380462169293, -122.379568, -122.380757, -122.378560351096, -122.380985, -122.381711, -122.390683, -122.391232, -122.392447, -122.392494, -122.392319, -122.39252, -122.392714, -122.393848, -122.393968, 37.766614, 37.766958, 37.764379, 37.767255, 37.7675163525902, 37.76055, 37.755288, 37.7535517721854, 37.753228, 37.753186, 37.752663, 37.752657, 37.756436, 37.760245, 37.76106, 37.762819, 37.764084, 37.765307, 37.766614)))"
06075022702,"Census Tract 227.02, San Francisco County, California",204076,253344,23166,36038,49268,14082.674772036475,21907.598784194528,26043.513841726388,42841.58026963991,1.8917570147951315,TRUE,"list(list(c(-122.398703, -122.393848, -122.392714, -122.39252, -122.392319, -122.392494, -122.398216, -122.398338, -122.398461, -122.398703, 37.765014, 37.765307, 37.764084, 37.762819, 37.76106, 37.760245, 37.759909, 37.761184, 37.762463, 37.765014)))"
06075022704,"Census Tract 227.04, San Francisco County, California",186990,306558,18954,41509,119568,11522.188449848025,25233.434650455925,27739.62961058855,45631.690709418166,4.310367574423541,TRUE,"list(list(c(-122.40648, -122.405105, -122.40509, -122.404497, -122.398703, -122.398461, -122.398338, -122.398216, -122.39797, -122.403689, -122.406389, -122.40648, 37.760731, 37.763852, 37.764628, 37.764664, 37.765014, 37.762463, 37.761184, 37.759909, 37.757359, 37.757015, 37.759804, 37.760731)))"
06075022801,"Census Tract 228.01, San Francisco County, California",136756,215858,11819,30451,79102,7184.802431610942,18511.246200607904,19856.677010033756,32664.233681505528,3.9836474129094737,TRUE,"list(list(c(-122.417332, -122.413588, -122.413003, -122.408424, -122.408064, -122.407754, -122.412348, -122.41672, -122.416872, -122.417026, -122.417179, -122.417332, 37.763572, 37.763823, 37.764091, 37.764427, 37.760601, 37.757705, 37.75743, 37.757167, 37.758764, 37.760367, 37.761968, 37.763572)))"
06075022802,"Census Tract 228.02, San Francisco County, California",104334,150790,19580,24506,46456,11902.73556231003,14897.26443768997,19068.39273753145,31367.506053239234,2.4362829442128477,TRUE,"list(list(c(-122.408424, -122.40509, -122.405105, -122.40648, -122.406389, -122.403689, -122.403396, -122.403127, -122.406453, -122.407449, -122.407602, -122.407754, -122.408064, -122.408424, 37.764427, 37.764628, 37.763852, 37.760731, 37.759804, 37.757015, 37.756471, 37.754478, 37.754277, 37.754506, 37.756109, 37.757705, 37.760601, 37.764427)))"
06075022803,"Census Tract 228.03, San Francisco County, California",117145,167133,12250,25781,49988,7446.808510638298,15672.340425531915,17351.576625997906,28543.343549766556,2.8808909459618133,TRUE,"list(list(c(-122.41672, -122.412348, -122.407754, -122.407602, -122.407449, -122.409253, -122.412047, -122.416413, -122.416567, -122.41672, 37.757167, 37.75743, 37.757705, 37.756109, 37.754506, 37.754398, 37.75423, 37.753968, 37.755568, 37.757167)))"
06075022901,"Census Tract 229.01, San Francisco County, California",97385,130248,15679,25875,32863,9531.30699088146,15729.483282674772,18391.912823150586,30254.696594082714,1.7868179517811829,TRUE,"list(list(c(-122.416413, -122.412047, -122.4119, -122.411746, -122.411488, -122.413673, -122.41587, -122.416108, -122.416413, 37.753968, 37.75423, 37.752629, 37.751034, 37.748344, 37.748297, 37.748267, 37.750771, 37.753968)))"
06075022902,"Census Tract 229.02, San Francisco County, California",133584,196335,12859,27257,62751,7817.021276595745,16569.604863221884,18320.96140932721,30137.981518343262,3.4250931814120538,TRUE,"list(list(c(-122.412047, -122.409253, -122.408978, -122.40871, -122.410551, -122.411488, -122.411746, -122.4119, -122.412047, 37.75423, 37.754398, 37.751201, 37.748397, 37.748367, 37.748344, 37.751034, 37.752629, 37.75423)))"
06075022903,"Census Tract 229.03, San Francisco County, California",108556,171357,15497,24122,62801,9420.668693009118,14663.829787234043,17429.19684473196,28671.028809584073,3.603206766178778,TRUE,"list(list(c(-122.409253, -122.407449, -122.406453, -122.403127, -122.403007, -122.403784, -122.405239, -122.406788, -122.40871, -122.408978, -122.409253, 37.754398, 37.754506, 37.754277, 37.754478, 37.752446, 37.749433, 37.749125, 37.748805, 37.748397, 37.751201, 37.754398)))"
06075023001,"Census Tract 230.01, San Francisco County, California",78898,101394,10590,14274,22496,6437.689969604863,8677.203647416412,10804.52290864746,17773.44018472507,2.082091008571531,TRUE,"list(list(c(-122.406853, -122.399705, -122.395945, -122.396515, -122.398488, -122.400022, -122.399423, -122.399867, -122.402105, -122.402752, -122.404657, -122.40506, -122.406295, -122.406551, -122.406853, 37.73805, 37.73992, 37.737784, 37.737156, 37.733808, 37.732311, 37.731703, 37.730292, 37.72779, 37.729357, 37.732949, 37.733652, 37.735307, 37.735721, 37.73805)))"
06075023003,"Census Tract 230.03, San Francisco County, California",102282,125732,18149,22162,23450,11032.826747720364,13472.340425531915,17413.420760627,28645.077151231413,1.346662457787854,FALSE,"list(list(c(-122.400022, -122.398488, -122.396515, -122.392776, -122.393904, -122.391617, -122.391891, -122.392699, -122.396409, -122.399867, -122.399423, -122.400022, 37.732311, 37.733808, 37.737156, 37.735038, 37.733788, 37.732487, 37.731684, 37.729284, 37.729801, 37.730292, 37.731703, 37.732311)))"
06075023102,"Census Tract 231.02, San Francisco County, California",47810,92886,7367,18099,45076,4478.419452887538,11002.431610942249,11878.962166345289,19540.892763638,3.794607590190532,TRUE,"list(list(c(-122.387399, -122.38717, -122.388529, -122.385282, -122.381558, -122.384047, -122.382919, -122.380186, -122.381284, -122.379932, -122.379779, -122.381439, -122.38209, -122.383431, -122.385287, -122.389035, -122.387399, 37.734738, 37.735698, 37.736475, 37.74024, 37.738123, 37.737514, 37.734511, 37.73266, 37.734034, 37.733381, 37.730799, 37.730582, 37.730635, 37.729738, 37.730791, 37.732919, 37.734738)))"
